Intent,Question,Answer
question_data_set,when did playstation 3 first launch,The launch of the PlayStation 3 into the Japanese market on 10 November 2006 marked the second major seventh generation entertainment system to be released.
question_data_set,where does ground pepper come from,"Black pepper (Piper nigrum) is a flowering vine in the family Piperaceae , cultivated for its fruit , which is usually dried and used as a spice and seasoning ."
question_data_set,where does ground pepper come from,"Black pepper is native to south India , and is extensively cultivated there and elsewhere in tropical regions."
question_data_set,where does ground pepper come from,"Currently Vietnam is the world's largest producer and exporter of pepper, producing 34% of the world's Piper nigrum crop as of 2008."
question_data_set,what type of ecosystem does stingrays live in,"Stingrays are common in coastal tropical and subtropical marine waters throughout the world, and also includes species found in warmer temperate oceans, such as Dasyatis thetidis , and those found in the deep ocean , such as Plesiobatis daviesi ."
question_data_set,who wrote the song cocaine,"""Cocaine"" is a song written and recorded by JJ Cale in 1976, but also known as a cover version recorded by Eric Clapton ."
question_data_set,when did pearl harbor get bombed,"The attack on Pearl Harbor (called Hawaii Operation or Operation AI by the Japanese Imperial General Headquarters (Operation Z in planning) and the Battle of Pearl Harbor) was a surprise military strike conducted by the Imperial Japanese Navy against the United States naval base at Pearl Harbor , Hawaii, on the morning of December 7, 1941 (December 8 in Japan)."
question_data_set,what religion is primary in africa?,The continent's various populations and individuals are mostly adherents of Christianity or Islam .
question_data_set,who won season 2 of project runway,"The winning designer, Chloe Dao , received $100,000 in seed money to help launch her own line, a 2007 Saturn Sky roadster, a spread in ELLE magazine, and a mentorship with the Banana Republic Design Team."
question_data_set,when did marlins start,The Miami Marlins began play in the 1993 season as the Florida Marlins.
question_data_set,what is a mule in coins,"In numismatics , a mule is a coin or medal minted with obverse and reverse designs not normally seen on the same piece."
question_data_set,where do dungeness crab live,"The Dungeness crab, Metacarcinus magister (formerly Cancer magister), is a species of crab that inhabits eelgrass beds and water bottoms on the west coast of North America ."
question_data_set,who plays mary poppins in the movie,"Mary Poppins is a 1964 musical film starring Julie Andrews , Dick Van Dyke , David Tomlinson , and Glynis Johns , produced by Walt Disney , and based on the Mary Poppins books series by P. L. Travers ."
question_data_set,what is an arc in a story plot,"A story arc is an extended or continuing storyline in episodic storytelling media such as television , comic books , comic strips , boardgames , video games , and in some cases, films ."
question_data_set,What are the different translations for the Bible,"The Bible has been translated into many languages from the biblical languages of Hebrew , Aramaic and Greek ."
question_data_set,What are the different translations for the Bible,"The full Bible has been translated into 518 languages, and 2798 languages have at least some portion of the Bible."
question_data_set,when does black friday start for christmas,"Black Friday is the day following Thanksgiving Day in the United States , often regarded as the beginning of the Christmas shopping season."
question_data_set,when does black friday start for christmas,"This was taken to a new extreme in 2011, when several retailers (including Target , Kohl's , Macy's , Best Buy , and Bealls ) opened at midnight for the first time."
question_data_set,when does black friday start for christmas,"In 2012, Walmart and several other retailers announced that they would open most of their stores at 8:00 p.m. on Thanksgiving Day (except in states where opening on Thanksgiving is prohibited due to blue laws , such as Massachusetts where they still opened around midnight), prompting calls for a walkout among some workers."
question_data_set,who sang what a wonderful world,It was first recorded by Louis Armstrong and released as a single in 1967.
question_data_set,what month is the president inaugurated,"The day a presidential inauguration occurs is known as ""Inauguration Day"" and occurs on January 20 (or 21st if the 20th is a Sunday)."
question_data_set,when did Emperor Justinian die,"Justinian I () (, ) (c. 482 – 14 November 565), commonly known as Justinian the Great, was Byzantine Emperor from 527 to 565."
question_data_set,what movement was elizabeth cady stanton a part of,"Elizabeth Cady Stanton (November 12, 1815 – October 26, 1902) was an American social activist , abolitionist, and leading figure of the early women's rights movement ."
question_data_set,what movement was elizabeth cady stanton a part of,"Her Declaration of Sentiments , presented at the first women's rights convention held in 1848 in Seneca Falls , New York , is often credited with initiating the first organized women's rights and women's suffrage movements in the United States."
question_data_set,what radio station are the boston bruins on?,"The Boston Bruins Radio Network is a 25-station (17 A.M., 8 F.M. plus 2 F.M. translators) CBS Radio network which carries live game broadcasts of the Boston Bruins ."
question_data_set,what radio station are the boston bruins on?,"The network's flagship station is WBZ-FM /98.5- Boston, Massachusetts ."
question_data_set,when did ms .drgs go into effect,"DRGs have been used in the US since 1982 to determine how much Medicare pays the hospital for each ""product"", since patients within each category are clinically similar and are expected to use the same level of hospital resources."
question_data_set,what are the characteristics of an ethnic group,Ethnicity or ethnic group is a socially defined category based on common culture or nationality .
question_data_set,what are the characteristics of an ethnic group,"Ethnicity can, but does not have to, include common ancestry , appearance , cuisine , dressing style, heritage , history , language or dialect , religion , symbols , traditions , or other cultural factor."
question_data_set,what are the characteristics of an ethnic group,Ethnic identity is constantly reinforced through common characteristics which set the group apart from other groups.
question_data_set,what mountains are on appalachian trail,"The Appalachian National Scenic Trail, generally known as the Appalachian Trail or simply the A.T., is a marked hiking trail in the eastern United States extending between Springer Mountain in Georgia and Mount Katahdin in Maine ."
question_data_set,what are add ons,"Plug-in (computing) , a piece of software which enhances another software application and usually cannot be run independently"
question_data_set,what are add ons,"Browser extension , which modifies the interface and/or behavior of web browsers"
question_data_set,what are add ons,"Add-on (Mozilla) , a piece of software that enhances and customizes Mozilla-based applications"
question_data_set,what are add ons,"Add-ons for Firefox (addons.mozilla.org), the official Mozilla Foundation web site which serves as a repository of add-ons for Mozilla-based applications"
question_data_set,what are add ons,"Peripheral , an optional computer hardware component that significantly supplements or enhances the functionality of the original unit"
question_data_set,what are add ons,"Video game accessory , a piece of hardware used in conjunction with a video game console for playing video games"
question_data_set,what would be the deliverables,"A deliverable could be a report, a document, a server upgrade or any other building block of an overall project."
question_data_set,what are club seats,"They are usually right next to the Luxury Boxes , either right above, right below, or sandwiched between two levels of Luxury Boxes."
question_data_set,what are club seats,"Club Level seating is considered as higher class than sitting anywhere else in the arena, but lower class compared to the Luxury Boxes."
question_data_set,what school did oprah winfrey help,"The Oprah Winfrey Leadership Academy for Girls - South Africa is a female boarding school founded in January 2007 and located in Henley on Klip near Meyerton , south of Johannesburg , South Africa ."
question_data_set,when did scott pilgrim come out,"Scott Pilgrim vs. the World is a 2010 American comedy film directed by Edgar Wright , based on the graphic novel series Scott Pilgrim by Bryan Lee O'Malley ."
question_data_set,what is a google in math,"A googol is the large number 10100; that is, the digit 1 followed by 100 zeroes :"
question_data_set,what structure is disulfide bonds,"In chemistry , a disulfide bond (Br.E. disulphide bond) is a covalent bond , usually derived by the coupling of two thiol groups ."
question_data_set,what is a redshirt freshman football player,"In United States college athletics , redshirt is a delay or suspension of an athlete's participation in order to lengthen his or her period of eligibility."
question_data_set,who rules communism government,It has a form of government characterized by single-party rule or dominant-party rule of a communist party (referred as Dictatorship of the Proletariat by its proponents) and a professed allegiance to a Leninist or Marxist–Leninist ideology as the guiding principle of the state.
question_data_set,who makes skittles?,"Skittles is a brand of fruit-flavoured sweets , currently produced and marketed by the Wm. Wrigley Jr. Company , a division of Mars, Inc."
question_data_set,what year did South Africa become a team in rugby,"The side has been playing international rugby since 1891, when a British Isles side toured the nation, playing South Africa in their first Test on 30 July."
question_data_set,what is a discipline of study,"An academic discipline, or field of study, is a branch of knowledge that is taught and researched at the college or university level."
question_data_set,what is a discipline of study,"Disciplines are defined (in part), and recognized by the academic journals in which research is published, and the learned societies and academic departments or faculties to which their practitioners belong."
question_data_set,who did john f kennedy run against?,Kennedy defeated Vice President and Republican candidate Richard Nixon in the 1960 U.S. presidential election .
question_data_set,who wrote stand by me,"""Stand by Me"" is a song originally performed by Ben E. King and written by King, Jerry Leiber , and Mike Stoller , inspired by the spiritual ""Lord Stand by Me,"" plus two lines rooted in Psalms 46:2–3."
question_data_set,what are metaphors used for,"A metaphor is a figure of speech that describes a subject by asserting that it is, on some point of comparison, the same as another otherwise unrelated object."
question_data_set,what are metaphors used for,"Metaphor is a type of analogy and is closely related to other rhetorical figures of speech that achieve their effects via association, comparison or resemblance including allegory , hyperbole , and simile ."
question_data_set,what season is  dexter on,"After months of rumors, on April 18, 2013, Showtime announced via social media that season eight would be the final season of Dexter."
question_data_set,What are context effects of memory?,Context-dependent memory refers to improved recall of specific episodes or information when the context present at encoding and retrieval are the same.
question_data_set,what are the names of the ll divos,"Il Divo is a group of four male singers: French pop singer Sébastien Izambard , Spanish baritone Carlos Marín , American tenor David Miller , and Swiss tenor Urs Bühler ."
question_data_set,who won the 1998 world cup,"The tournament was won by France , who beat Brazil 3–0 in the final."
question_data_set,where did the vietnamese settle in america,"More than sixty percent of Vietnamese Americans reside in the states of California , Texas , Washington , Florida , and Virginia ."
question_data_set,What is a 28 day cycle?,"This article focuses on the human menstrual cycle, a ""monthly"" cycle that can vary around an average of ~28 days per cycle."
question_data_set,when did hitler kill himself,Adolf Hitler committed suicide by gunshot on 30 April 1945 in his Führerbunker in Berlin.
question_data_set,when did world war 2 end,"World War II (WWII or WW2), also known as the Second World War, was a global war that lasted from 1939 to 1945."
question_data_set,what is a llc company?,A limited liability company (LLC) is a flexible form of enterprise that blends elements of partnership and corporate structures.
question_data_set,what is a llc company?,An LLC is a legal form of company that provides limited liability to its owners in the vast majority of United States jurisdictions.
question_data_set,what are k cups,"K-Cup portion packs are used with Keurig or other single cup brewing systems to brew a cup of coffee , tea , or hot chocolate ."
question_data_set,what is a chronograph watch,A chronograph is a specific type of watch that is used as a stopwatch combined with a display watch.
question_data_set,what is a PCI port used for,"Conventional PCI (PCI is an initialism formed from Peripheral Component Interconnect, part of the PCI Local Bus standard and often shortened to just PCI) is a local computer bus for attaching hardware devices in a computer ."
question_data_set,who won the 1967 nba championship,"The 76ers won the series over the Warriors, 4-2."
question_data_set,who make airbus,"Airbus SAS (, , , ) is an aircraft manufacturing subsidiary of EADS , a European aerospace company."
question_data_set,who invented the television,"The earliest proposal was in 1908, in a paper by A. A. Campbell-Swinton and postulated the use of cathode rays."
question_data_set,what are the side effects for lyme disease,"Early symptoms may include fever , headache , fatigue , depression , and a characteristic circular skin rash called erythema migrans (EM)."
question_data_set,what are the side effects for lyme disease,"Left untreated, later symptoms may involve the joints, heart, and central nervous system ."
question_data_set,when did the movie deep blue sea come out,"Deep Blue Sea is a 1999 science fiction horror film that stars Saffron Burrows , Thomas Jane , LL Cool J , Michael Rapaport , Stellan Skarsgård and Samuel L. Jackson ."
question_data_set,when did the movie deep blue sea come out,"The film was directed by Renny Harlin and was released in the United States on July 28, 1999."
question_data_set,who wrote the song for star wars,"The music of Star Wars consists of the scores written for all six Star Wars films by composer John Williams from 1977 to 1983 for the Original Trilogy , and 1999 to 2005 for the Prequel Trilogy ."
question_data_set,what are a and r reps,Artists and repertoire (A&R) is the division of a record label or music publishing company that is responsible for talent scouting and overseeing the artistic development of recording artists and/or songwriters.
question_data_set,what measurement is a furlong,"A furlong is a measure of distance in imperial units and U.S. customary units equal to one-eighth of a mile , equivalent to 220 yards , 660 feet , 40 rods , or 10 chains ."
question_data_set,where does ray lamontagne live,He lives in Massachusetts with his wife and two children.
question_data_set,when the wind blows james patterson,When the Wind Blows is a novel by James Patterson .
question_data_set,who made facebook,"It was founded in February 2004 by Mark Zuckerberg with his college roommates and fellow Harvard University students Eduardo Saverin , Andrew McCollum , Dustin Moskovitz and Chris Hughes ."
question_data_set,what are the catholic gifts of the holy spirit,"The seven gifts of the Holy Spirit is an enumeration of seven spiritual gifts originating with patristic authors, later elaborated by five intellectual virtues and four other groups of ethical characteristics."
question_data_set,what are the catholic gifts of the holy spirit,"They are: wisdom, understanding, wonder and awe (fear of the Lord) , counsel, knowledge, fortitude, and piety (reverence)."
question_data_set,where do you find iodine,"Iodine is found on Earth mainly as the highly water-soluble iodide ion, I−, which concentrates it in oceans and brine pools ."
question_data_set,what are lobbying groups,"Lobbying (also lobby) is the act of attempting to influence decisions made by officials in the government , most often legislators or members of regulatory agencies ."
question_data_set,what are lobbying groups,"Lobbying is done by many different types of people and organized groups, including individuals in the private sector , corporations , fellow legislators or government officials, or advocacy groups (interest groups)."
question_data_set,what kind of people are on the show skins,"Skins is a British teen drama that follows the lives of a group of teenagers in Bristol , South West England , through the two years of sixth form ."
question_data_set,who played the drums in the band cream back in 1968,"Cream were a 1960s British rock supergroup consisting of bassist/vocalist Jack Bruce , guitarist/vocalist Eric Clapton , and drummer Ginger Baker ."
question_data_set,what president made decision to buy louisiana,The purchase of the territory of Louisiana took place during the presidency of Thomas Jefferson .
question_data_set,who sang cool jerk,"""Cool Jerk"" is a popular song written by Donald Storball and originally performed by The Capitols ."
question_data_set,what is a league in the sea,"In the context of nautical distances, the 3 mile (4.8 km) distance corresponds to how far an observer of average height (5'9"" or 1.78 m) can see when standing at sea level."
question_data_set,what nationality is kris jenner,"Kristen Mary ""Kris"" Jenner (née Houghton, previously Kardashian; born November 5, 1955) is an American socialite, author and television personality."
question_data_set,when will ie9 be released,"It was released to the public on March 14, 2011."
question_data_set,when did classification of races begin,"First used to denote national affiliations, the term began to be used to relate to physical traits in the 17th century."
question_data_set,when did lucy stone died,"Lucy Stone (August 13, 1818 – October 19, 1893) was a prominent American abolitionist and suffragist , and a vocal advocate and organizer promoting rights for women ."
question_data_set,what are stocks and bonds,"In finance , a bond is an instrument of indebtedness of the bond issuer to the holders."
question_data_set,what are stocks and bonds,"Bonds and stocks are both securities , but the major difference between the two is that (capital) stockholders have an equity stake in the company (i.e. they are owners), whereas bondholders have a creditor stake in the company (i.e. they are lenders)."
question_data_set,what are the boundaries of the pelvic outlet,The lower circumference of the lesser pelvis is very irregular; the space enclosed by it is named the inferior aperture or pelvic outlet.
question_data_set,what states has the electric chair,"As of 2010, electrocution is an optional form of execution in Alabama , Florida , South Carolina and Virginia ."
question_data_set,what are private labels,Private label products or services are typically those manufactured or provided by one company for offer under another company's brand .
question_data_set,when did germans enter paris in ww2,The Liberation of Paris (also known as the Battle for Paris) took place during World War II from 19 August 1944 until the surrender of the occupying German garrison on 25 August.
question_data_set,who wrote the song feelin alright,"""Feelin' Alright?"" also known as ""Feeling Alright"" is a song written by Dave Mason of the English rock band Traffic from their eponymous 1968 album, Traffic ."
question_data_set,what is a neuro tract,"A neural pathway, neural tract, or neural face, connects one part of the nervous system with another and usually consists of bundles of elongated, myelin -insulated neurons , known collectively as white matter ."
question_data_set,when did dr.carter g woodson die,"Carter Godwin Woodson (December 19, 1875April 3, 1950) was an African-American historian , author , journalist and the founder of the Association for the Study of African American Life and History ."
question_data_set,what are loan originations,"Loan origination is the process by which a borrower applies for a new loan , and a lender processes that application."
question_data_set,what are loan originations,Loan origination is a specialized version of new account opening for financial services organizations.
question_data_set,When did the New Deal start,The New Deal was a series of economic programs enacted in the United States between 1933 and 1936.
question_data_set,what year did aerosmith i dont want to miss a thing,"""I Don't Want to Miss a Thing"" is a song performed by American rock band Aerosmith for the 1998 film Armageddon ."
question_data_set,when did daylight savings time start,The modern idea of daylight saving was first proposed in 1895 by George Vernon Hudson and it was first implemented during the First World War .
question_data_set,What region of France is Montargis in?,The town is located about south of Paris and east of Orléans in the Gâtinais .
question_data_set,what year lord of rings made?,"It was written in stages between 1937 and 1949, much of it during World War II ."
question_data_set,what time will the world end on may 21,"Camping suggested that it would occur at 6 pm local time, with the rapture sweeping the globe time zone by time zone, while some of his supporters claimed that around 200 million people (approximately 3% of the world's population) would be 'raptured'."
question_data_set,what is  file based system,"In computing , a file system (or filesystem) is a type of data store which can be used to store, retrieve and update a set of files ."
question_data_set,who makes triumph motorcycles,"Triumph Engineering Co Ltd, a defunct British motorcycle manufacturer"
question_data_set,who makes triumph motorcycles,"Triumph Motorcycles Ltd , a current British motorcycle manufacturer"
question_data_set,What political conflicts marked the presidency of William Howard Taft?,"Abroad, Taft sought to further the economic development of nations in Latin America and Asia through "" Dollar Diplomacy "", and showed decisiveness and restraint in response to revolution in Mexico ."
question_data_set,what temperature is a salt ice bath,"A cooling bath, in laboratory chemistry (often but not always organic chemistry ) practice, is a liquid mixture which is used to maintain low temperatures, typically between 13 °C and −196 °C."
question_data_set,when slavery abolished,In January 1863 President Lincoln freed slaves in the Confederacy through the Emancipation Proclamation .
question_data_set,when slavery abolished,"After the war, the Thirteenth Amendment , effective December 1865, abolished slavery throughout the entire United States, including the Border states and the Indian territories."
question_data_set,what produces primary xylem?,"The word xylem is derived from the Greek word ξύλον (xylon), meaning ""wood""; the best-known xylem tissue is wood , though it is found throughout the plant."
question_data_set,what is a ti 82?,The TI-82 is a graphing calculator made by Texas Instruments .
question_data_set,what is a ti 82?,"The TI-82 was designed in 1993 as a stripped down, more user friendly version of the TI-85 , and as a replacement for the TI-81 ."
question_data_set,what makes of the united states,"The United States of America (USA or U.S.A.), commonly called the United States (US or U.S.) or America, is a federal republic consisting of fifty states and a federal district ."
question_data_set,what makes of the united states,"The lower forty-eight contiguous states and the federal district of Washington, D.C. are in central North America between Canada and Mexico."
question_data_set,what makes of the united states,"The state of Alaska is west of Canada and east of Russia across the Bering Strait, and the state of Hawaii is in the mid-North Pacific."
question_data_set,what makes of the united states,The country also has five populated and nine unpopulated territories in the Pacific and the Caribbean.
question_data_set,what are circumpolar constellations,"In astronomy, the circumpolar constellations are constellations that never set from the viewer's perspective."
question_data_set,where do sesame seeds come from,Numerous wild relatives occur in Africa and a smaller number in India.
question_data_set,who owned kansas before it became a state,"It is named after the Kansas River which flows through it, which in turn was named after the Kansa Native American tribe, which inhabited the area."
question_data_set,where did the olmecs come from,"They lived in the tropical lowlands of south-central Mexico, in the modern-day states of Veracruz and Tabasco ."
question_data_set,what states allow same sex marriage,"As of May 2013, ten states— Connecticut , Iowa , Maine , Maryland , Massachusetts , New Hampshire , New York , Rhode Island , Vermont , and Washington —as well as the District of Columbia and three Native American tribes —have legalized same-sex marriage, representing 16.1% of the U.S. population."
question_data_set,when did thomas jefferson become president,"Thomas Jefferson (April 13, 1743 (April 2, 1743 O.S. ) – July 4, 1826) was an American Founding Father , the principal author of the Declaration of Independence (1776) and the third President of the United States (1801–1809)."
question_data_set,when did thomas jefferson become president,"Elected president in what Jefferson called the Revolution of 1800 , he oversaw the purchase of the vast Louisiana Territory from France (1803), and sent the Lewis and Clark Expedition (1804–1806) to explore the new west."
question_data_set,who sang sun city,"""Sun City"" is a 1985 protest song written by Steven Van Zandt , produced by Van Zandt and Arthur Baker and recorded by Artists United Against Apartheid to convey opposition to the South African policy of apartheid ."
question_data_set,who won the most nba championships,Bill Russell won 11 championships with the Boston Celtics .
question_data_set,when did the word fuck begin,"It is usually considered to be first attested to around 1475, but it may be considerably older."
question_data_set,what are the 7 continents,"They are generally identified by convention rather than any strict criteria, with up to seven regions commonly regarded as continents—they are (from largest in size to smallest): Asia , Africa , North America , South America , Antarctica , Europe , and Australia ."
question_data_set,what state is milwaukee in,"Milwaukee is the largest city in the U.S. state of Wisconsin , the 28th most populous city in the United States , and 39th most populous region in the United States."
question_data_set,who wrote the song hallelujah,"""Hallelujah"" is a song written by Canadian singer-songwriter Leonard Cohen , originally released on his album Various Positions (1984)."
question_data_set,what are garnishments,"A garnishment is a means of collecting a monetary judgment against a defendant by ordering a third party (the garnishee) to pay money, otherwise owed to the defendant , directly to the plaintiff ."
question_data_set,what years was the 18th century,"The 18th century lasted from January 1, 1701 to December 31, 1800 in the Gregorian calendar ."
question_data_set,what year was the eiffel tower made,"Erected in 1889 as the entrance arch to the 1889 World's Fair , it has become both a global cultural icon of France and one of the most recognizable structures in the world."
question_data_set,when monopoly came out,"The earliest known design was by the American, Elizabeth Magie , patented in 1904 but existing as early as 1902."
question_data_set,what are land parcels,"land lot , a piece of land;"
question_data_set,what state is Mn,Minnesota () is a U.S. state located in the Midwestern United States .
question_data_set,what naturally occurring isotopes does cobalt have,"Naturally occurring cobalt (Co) is composed of 1 stable isotope , 59Co. 28 radioisotopes have been characterized with the most stable being 60Co with a half-life of 5.2714 years, 57Co with a half-life of 271.79 days, 56Co with a half-life of 77.27 days, and 58Co with a half-life of 70.86 days."
question_data_set,Who Moved My Cheese Synopsis,"It describes change in one's work and life, and four typical reactions to said change by two mice and two ""littlepeople"", during their hunt for cheese ."
question_data_set,who replaced nikita khrushchev,"Khrushchev's party colleagues removed him from power in 1964, replacing him with Leonid Brezhnev as First Secretary and Alexei Kosygin as Premier."
question_data_set,What Are Mnemonic Devices,"A mnemonic (, with a silent ""m""), or mnemonic device, is any learning technique that aids information retention."
question_data_set,who passed no child left behind,"President Bush signing the No Child Left Behind Act at Hamilton H.S. in Hamilton, Ohio ."
question_data_set,what are the charges against Casey Anthony,She was charged with first degree murder in October 2008 and pled not guilty.
question_data_set,What is a surveyors wheel,"A surveyor's wheel, also called a clickwheel, hodometer, waywiser, trundle wheel , measuring wheel, or perambulator is a device for measuring distance."
question_data_set,where did world war 1 start,"On 28 July, the Austro-Hungarians fired the first shots of the war as preparation for the invasion of Serbia ."
question_data_set,what species is a spider,Spiders ( order Araneae) are air-breathing arthropods that have eight legs and chelicerae with fangs that inject venom .
question_data_set,what year was girls just want to have fun release,"""Girls Just Want to Have Fun"" is a 1979 song originally written by Robert Hazard and made famous by singer Cyndi Lauper ."
question_data_set,when can you use a defibulator,"Defibrillation is a common treatment for life-threatening cardiac dysrhythmias , ventricular fibrillation , and pulseless ventricular tachycardia ."
question_data_set,who created the cato institute,"It was founded as the Charles Koch Foundation in 1974 by Murray Rothbard , Ed Crane and Charles Koch , chairman of the board and chief executive officer of the conglomerate Koch Industries, Inc. ."
question_data_set,what are the players in Quidditch?,"Matches are played between two teams of seven players riding flying broomsticks, using four balls and six elevated ring-shaped goals, three on each side of the Quidditch pitch (field)."
question_data_set,who wrote the song a little more country than that>,"""A Little More Country Than That"" is the title of a song written by Joey + Rory 's Rory Lee Feek , Wynn Varble , and Don Poythress, and recorded by American country artist Easton Corbin ."
question_data_set,who makes blackberry,The BlackBerry is a line of wireless handheld devices and services designed and marketed by Research In Motion Limited (RIM) operating as BlackBerry .
question_data_set,when does a demand curve shift?,"In economics , the demand curve is the graph depicting the relationship between the price of a certain commodity and the amount of it that consumers are willing and able to purchase at that given price."
question_data_set,what are arizona's symbols,The newest adopted symbol of Arizona is the Colt Single Action Army in 2011.
question_data_set,what are arizona's symbols,"Arizona became the second state to adopt a ""state firearm"" after Utah adopted the Browning M1911 ."
question_data_set,what is adoration catholic church,"Eucharistic adoration is a practice in the Roman Catholic Church , and in a few Anglican and Lutheran churches, in which the Blessed Sacrament is exposed and adored by the faithful."
question_data_set,when the body is systemic,"Systemic refers to something that is spread throughout, system-wide, affecting a group or system such as a body, economy, market or society as a whole."
question_data_set,what are SLR cameras,"A single-lens reflex (SLR) camera is a camera that typically uses a mirror and prism system (hence ""reflex"", from the mirror's reflection) that permits the photographer to view through the lens and see exactly what will be captured, contrary to viewfinder cameras where the image could be significantly different from what will be captured."
question_data_set,what is a vm server,"A virtual machine (VM) is a software implemented abstraction of the underlying hardware , which is presented to the application layer of the system."
question_data_set,Where Elephants Live,"Elephants are scattered throughout sub-Saharan Africa , and South and Southeast Asia ."
question_data_set,what are the quad muscles,"It is the great extensor muscle of the knee, forming a large fleshy mass which covers the front and sides of the femur ."
question_data_set,when did the titanic sink,"RMS Titanic was a British passenger liner that sank in the North Atlantic Ocean on 15 April 1912 after colliding with an iceberg during her maiden voyage from Southampton , UK to New York City , US."
question_data_set,where is the human thigh located?,"The human leg is the entire lower extremity or limb of the human body , including the foot , thigh and even the hip or gluteal region; however, the precise definition in human anatomy refers only to the section of the lower limb extending from the knee to the ankle ."
question_data_set,what is considered a large car,A full-size car is a marketing term used in North America for an automobile larger than a mid-size car .
question_data_set,who is flo from progressive,Flo is a fictional character who appears in commercials for Progressive Insurance .
question_data_set,who is flo from progressive,"She is played by actress and comedian Stephanie Courtney , and has a fan base on social networks like Facebook ."
question_data_set,who is flo from progressive,Flo debuted in 2008 through television commercials and has since appeared in radio advertisements and web banners .
question_data_set,who is flo from progressive,"As of November 2010, she had appeared in 53 commercials."
question_data_set,when was james madison in the house of representatives,"In 1789, Madison became a leader in the new House of Representatives , drafting many basic laws."
question_data_set,What is and where is hydraulic fluid found and used for,Common hydraulic fluids are based on mineral oil or water.
question_data_set,Where Are Mahindra Tractors Made,"Mahindra has a huge consumer base in India, China and America and a growing base in Australia."
question_data_set,Where Are Mahindra Tractors Made,"The company builds more tractors in India than any other manufacturer, and has the capacity to build 150,000 tractors a year."
question_data_set,what is petit lemans,"The Petit Le Mans ( French for little Le Mans) is a sports car endurance race held annually at Road Atlanta in Braselton, Georgia , USA."
question_data_set,what is middle class in the us,The American middle class is a social class in the United States .
question_data_set,what is middle class in the us,"Depending on class model used, the middle class may constitute anywhere from 25% to 66% of households."
question_data_set,what is middle class in the us,"Constituting roughly 15% to 20% of households is the upper or professional middle class consisting of highly educated, salaried professionals and managers."
question_data_set,what is the scientific name of the eastern tiger salamander?,The tiger salamander (Ambystoma tigrinum) is a species of mole salamander .
question_data_set,what is considered to be a disasters,"A disaster is a natural or man-made (or technological) hazard resulting in an event of substantial extent causing significant physical damage or destruction, loss of life, or drastic change to the environment ."
question_data_set,What is firebird server,"Firebird is an open source SQL relational database management system that runs on Linux , Windows , and a variety of Unix ."
question_data_set,What is firebird server,"The database forked from Borland 's open source edition of InterBase in 2000, but since Firebird 1.5 the code has been largely rewritten."
question_data_set,What is caused by the human immunodeficiency virus?,"Human immunodeficiency virus (HIV) is a lentivirus (slowly replicating retrovirus ) that causes acquired immunodeficiency syndrome (AIDS), a condition in humans in which progressive failure of the immune system allows life-threatening opportunistic infections and cancers to thrive."
question_data_set,what was the steelworkers strike,"The Steel Strike of 1919 was an attempt by the weakened Amalgamated Association of Iron, Steel and Tin Workers (the AA) to organize the United States steel industry in the wake of World War I ."
question_data_set,When was the first Mary Poppins book written,"Throughout the Mary Poppins series, which lasted from 1934 to 1988, Mary Shepard was the illustrator and acted as a second author."
question_data_set,what is sims language,"Wright later commented that using ""nonsense language"" turned out to be the right development choice, as people were capable of imagining it more realistically than a computer could simulate a real one."
question_data_set,what is the function of the vas deferens?,"The vas deferens (plural: vasa deferentia), also called ductus deferens ( Latin : ""carrying-away vessel""; plural: ductus deferentes), is part of the male anatomy of many vertebrates ; they transport sperm from the epididymis in anticipation of ejaculation ."
question_data_set,What is Ischemia or infarction?,Vascular ischemia of the toes with characteristic cyanosis .
question_data_set,What is Ischemia or infarction?,"In medicine , ischemia, also spelled as ischaemia or ischæmia, (; from Greek language ισχαιμία, ischaimía; isch- root denoting a restriction or thinning or to make or grow thin/lean, haema blood ) is a restriction in blood supply to tissues , causing a shortage of oxygen and glucose needed for cellular metabolism (to keep tissue alive)."
question_data_set,What is Ischemia or infarction?,"Ischemia is generally caused by problems with blood vessels , with resultant damage to or dysfunction of tissue."
question_data_set,where is humboldt ks,"Humboldt is a city situated along the Neosho River in the southwest part of Allen County , located in southeast Kansas , in the Central United States ."
question_data_set,what was nixon accused of,"The Watergate scandal was a political scandal that occurred in the United States in the 1970s as a result of the June 17, 1972 break-in at the Democratic National Committee headquarters at the Watergate office complex in Washington, D.C., and the Nixon administration's attempted cover-up of its involvement."
question_data_set,what was nixon accused of,"The scandal eventually led to the resignation of Richard Nixon , the President of the United States, on August 9, 1974 — the only resignation of a U.S. President."
question_data_set,who is elizabeth from general hospital who are the boys fathers,Elizabeth Imogene Webber (formerly Lansing and Spencer) is a fictional character on the ABC Daytime soap opera General Hospital .
question_data_set,what is reagan known for,"Domestically, the administration favored reducing government programs and introduced the largest across-the-board tax cuts in American history."
question_data_set,what is reagan known for,Victory in the Cold War led to a unipolar world with the U.S. as the world's sole superpower.
question_data_set,what is reagan known for,"Furthermore, says Henry, the consensus viewpoint agrees that he revived faith in the presidency and American self-confidence, and contributed critically to ending the Cold War ."
question_data_set,what is evoked otoacoustic emissions,An otoacoustic emission (OAE) is a sound which is generated from within the inner ear .
question_data_set,what is chep pallet,"CHEP (Commonwealth Handling Equipment Pool) is an international company dealing in pallet and container pooling services, serving customers in a range of industrial and retail supply chains ."
